symbol,organ_name,icb_name3,icb_name2,icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
TSA,Công ty Cổ Phần Đầu Tư Và Xây Lắp Trường Sơn,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
BCC,Công ty Cổ phần Xi măng Bỉm Sơn,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
BMJ,Công ty Cổ phần Khoáng sản Miền Đông AHP,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
CTS,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
FOC,Công ty Cổ phần Dịch vụ Trực tuyến FPT,Truyền thông,Truyền thông,Dịch vụ truyền thông,CT,5000,5500,5550,5555
FBC,Công ty Cổ phần Cơ khí Phổ Yên,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
BTT,Công ty Cổ phần Thương mại - Dịch vụ Bến Thành,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,CT,5000,5300,5370,5373
CTT,Công ty Cổ phần Chế tạo máy Vinacomin,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
BMP,Công ty Cổ phần Nhựa Bình Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
GTA,Công ty Cổ phần Chế biến Gỗ Thuận An,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT,1000,1700,1730,1733
APP,Công ty Cổ phần Phát triển Phụ gia và Sản phẩm dầu mỏ,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
DDH,Công ty Cổ phần Đảm bảo giao thông đường thủy Hải Phòng,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
HAH,Công ty Cổ phần Vận tải và Xếp dỡ Hải An,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
HAI,Công ty Cổ phần Nông dược HAI,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
FOX,Công ty Cổ phần Viễn thông FPT,Viễn thông cố định,Viễn thông,Viễn thông cố định,CT,6000,6500,6530,6535
THM,Công ty Cổ phần Tứ Hải Hà Nam,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
HLB,Công ty Cổ phần Bia và Nước giải khát Hạ Long,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
HII,Công ty Cổ phần An Tiến Industries,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
HLT,Công ty Cổ phần Dệt may Hoàng Thị Loan,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
MBN,Công ty Cổ phần Môi trường và Công trình đô thị Bắc Ninh,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
HHV,Công ty Cổ phần Đầu tư Hạ tầng Giao thông Đèo Cả,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
AAS,Công ty Cổ phần Chứng khoán SmartInvest,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
CCT,Công ty Cổ phần Cảng Cần Thơ,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
CVT,Công ty Cổ phần CMC,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
BCE,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
BCG,Công ty Cổ phần Tập đoàn Bamboo Capital,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính đặc biệt,CT,8000,8700,8770,8775
BBM,Công ty Cổ phần Bia Hà Nội - Nam Định,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
HFB,Công ty Cổ phần Công trình Cầu phà Thành phố Hồ Chí Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
BTV,Công ty Cổ phần Dịch vụ Du lịch Bến Thành,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
GDT,Công ty Cổ phần Chế biến Gỗ Đức Thành,Hàng gia dụng,Hàng cá nhân & Gia dụng,Thiết bị gia dụng,CT,3000,3700,3720,3726
DNL,Công ty Cổ phần Logistics Cảng Đà Nẵng,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
GMH,Công ty Cổ phần Minh Hưng Quảng Trị,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
ARM,Công ty Cổ phần Xuất nhập khẩu Hàng không,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Nhà cung cấp thiết bị,CT,2000,2700,2790,2797
EMS,Tổng Công ty Chuyển phát nhanh Bưu điện - Công ty Cổ phần,Vận tải,Hàng & Dịch vụ Công nghiệp,Chuyển phát nhanh,CT,2000,2700,2770,2771
BVG,Công ty Cổ phần Group Bắc Việt,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
DID,Công ty Cổ phần DIC - Đồng Tiến,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
GDW,Công ty Cổ phần Cấp nước Gia Định,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
TTE,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
BOT,Công ty Cổ phần BOT Cầu Thái Hà,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
GMC,Công ty Cổ phần Garmex Sài Gòn,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
BGE,Công ty Cổ phần BCG Energy,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
ASA,Công ty Cổ phần ASA,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng cá nhân,CT,3000,3700,3760,3767
HSM,Tổng Công ty Cổ phần Dệt May Hà Nội,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
HAT,Công ty Cổ phần Thương mại Bia Hà Nội,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
BCR,Công ty Cổ phần BCG Land,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
DND,Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,CT,3000,3300,3350,3353
HBC,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
CMI,Công ty Cổ phần CMISTONE Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
HCD,Công ty Cổ phần Đầu tư Sản xuất và Thương mại HCD,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
HCT,Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
BWA,Công ty Cổ phần Cấp thoát nước và Xây dựng Bảo Lộc,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
HDW,Công ty Cổ phần Kinh doanh Nước sạch Hải Dương,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
GHC,Công ty Cổ phần Thủy điện Gia Lai,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
CKA,Công ty Cổ phần Cơ khí An Giang,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
HTE,Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
HIO,Công ty Cổ Phần Helio Energy,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
HEJ,Tổng Công ty Tư vấn Xây dựng Thủy Lợi Việt Nam - CTCP,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HEP,Công ty Cổ phần Môi trường và Công trình đô thị Huế,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
HSV,Công ty Cổ phần Tập đoàn HSV Việt Nam,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
HFX,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,CT,5000,5300,5370,5373
HGT,Công ty Cổ phần Du lịch Hương Giang,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
BXH,Công ty Cổ phần VICEM Bao bì Hải Phòng,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
HLC,Công ty Cổ phần Than Hà Lầm - Vinacomin,Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,CT,1000,1700,1770,1771
DM7,Công ty Cổ phần Dệt may 7,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
HLS,Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
HMC,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
DCH,Công ty Cổ phần Địa chính Hà Nội,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",CT,8000,8600,8630,8637
GMA,Công ty Cổ phần G-Automobile,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,CT,3000,3300,3350,3353
CNG,Công ty Cổ phần CNG Việt Nam,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
BCP,Công ty Cổ phần Dược Enlie,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
DRL,Công ty Cổ phần Thủy điện - Điện lực 3,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
BPC,Công ty Cổ phần Vicem Bao bì Bỉm Sơn,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
CCP,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
CMM,Công ty Cổ phần Camimex,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
TUG,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
HQC,Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HSP,Công ty Cổ phần Sơn Tổng hợp Hà Nội,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
HU6,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD6,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
AGP,Công ty Cổ phần Dược phẩm AGIMEXPHARM,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
FRC,Công ty Cổ phần Lâm đặc sản xuất khẩu Quảng Nam,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT,1000,1700,1730,1733
DNT,Công ty Cổ phần Du lịch Đồng Nai,Du lịch & Giải trí,Du lịch và Giải trí,Dịch vụ giải trí,CT,5000,5700,5750,5755
IBC,Công ty Cổ phần Đầu tư APAX Holdings,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính đặc biệt,CT,8000,8700,8770,8775
DBT,Công ty Cổ phần Dược phẩm Bến Tre,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
CNA,Công ty Cổ phần Tổng công ty Chè Nghệ An,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
BRS,Công ty Cổ phần Dịch vụ Đô thị Bà Rịa,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
HC3,Công ty Cổ phần Xây dựng số 3 Hải Phòng,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
C69,Công ty Cổ phần Xây dựng 1369,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
IDJ,Công ty Cổ phần Đầu tư IDJ Việt Nam,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
C21,Công ty Cổ phần Thế kỷ 21,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
H11,Công ty Cổ phần Xây dựng HUD101,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
DMS,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Nam,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp số 2,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
IDP,Công ty Cổ phần Sữa Quốc tế LOF,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
DC2,Công ty Cổ phần Đầu tư Phát triển - Xây dựng (DIC) số 2,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
DNC,Công ty Cổ phần Điện nước Lắp máy Hải Phòng,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
AGM,Công ty Cổ phần Xuất nhập khẩu An Giang,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
MVC,Công ty Cổ phần Vật liệu và Xây dựng Bình Dương,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
AVG,Công ty Cổ phần Phân Bón Quốc Tế Âu Việt,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
BFC,Công ty Cổ phần Phân bón Bình Điền,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
BDG,Công ty Cổ phần May mặc Bình Dương,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
CIG,Công ty Cổ phần COMA 18,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
DNH,Công ty Cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
LTG,Công ty Cổ phần Tập đoàn Lộc Trời,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
DAC,Công ty Cổ phần 382 Đông Anh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TT6,Công ty Cổ Phần Tập Đoàn Tiến Thịnh,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
ILA,Công ty Cổ phần ILA,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
BSP,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Bia và đồ uống,Thực phẩm và đồ uống,Sản xuất bia,CT,3000,3500,3530,3533
IME,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
FGL,Công ty Cổ phần Cà phê Gia Lai,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
AAM,Công ty Cổ Phần Thủy Sản MeKong,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
CK8,Công ty Cổ phần Cơ khí 120,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HAR,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
IBD,Công ty Cổ phần In Tổng hợp Bình Dương,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
BED,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
ASG,Công ty Cổ phần Tập đoàn ASG,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
BTG,Công ty Cổ phần Bao bì Tiền Giang,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
BTH,Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT,2000,2700,2730,2737
BTN,Công ty Cổ phần Đầu tư Bitco Bình Định,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
DAG,Công ty Cổ phần Tập đoàn Nhựa Đông Á,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
LMI,Công ty Cổ phần Đầu tư Xây dựng Lắp máy IDICO,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
